u10022,2014-12-06 17:28:15,2014-12-06 17:28:58,A00002/B00001/C00010/D18416/;A00002/B00002/C00002/D19994/
u10023,2014-12-08 22:38:36,2014-12-08 22:38:41,A00002/B00003/C00014/D22960/
u10024,2014-12-09 16:53:17,2014-12-09 16:53:23,A00002/B00002/C00002/D19994/
u10025,2014-12-09 17:13:23,2014-12-09 17:13:30,A00002/B00002/C00002/D19994/;A00002/B00001/C00010/D18416/
u10026,2014-12-09 17:53:33,2014-12-09 17:53:36,A00002/B00002/C00002/D19994/
u10027,2014-12-09 18:03:36,2014-12-09 18:03:38,A00002/B00001/C00010/D18416/
u10028,2014-12-09 18:23:41,2014-12-09 18:23:45,A00002/B00002/C00002/D19994/
u10029,2014-12-09 18:33:43,2014-12-09 18:33:53,A00002/B00001/C00010/D18416/;A00002/B00002/C00002/D19994/
u10030,2014-12-09 18:43:46,2014-12-09 18:43:51,A00002/B00001/C00010/D18416/
u10031,2014-12-09 19:13:53,2014-12-09 19:14:00,A00002/B00002/C00002/D19994/;A00002/B00001/C00010/D18416/
u10032,2014-12-09 19:23:56,2014-12-09 19:23:59,A00002/B00002/C00002/D19994/
u10033,2014-12-09 20:04:07,2014-12-09 20:04:17,A00002/B00002/C00007/D19802/
u10034,2014-12-09 21:24:30,2014-12-09 21:24:41,A00002/B00001/C00010/D18416/;A00002/B00002/C00007/D19802/
u10035,2014-12-09 21:44:36,2014-12-09 21:44:46,A00002/B00001/C00010/D18416/;A00002/B00002/C00002/D19994/
u10036,2014-12-09 22:24:48,2014-12-09 22:24:53,A00002/B00002/C00002/D19994/;A00002/B00001/C00010/D18416/
u10037,2014-12-09 22:34:50,2014-12-09 22:34:55,A00002/B00002/C00002/D19994/;A00002/B00001/C00010/D18416/
u10038,2014-12-09 22:44:52,2014-12-09 22:44:55,A00002/B00002/C00007/D19802/;A00002/B00001/C00010/D18416/
u10039,2014-12-09 23:15:02,2014-12-09 23:15:03,A00002/B00001/C00010/D18416/
u10040,2014-12-09 23:45:09,2014-12-09 23:45:15,A00002/B00001/C00010/D18416/
u10041,2014-12-09 23:55:12,2014-12-09 23:55:23,A00002/B00002/C00002/D19994/;A00002/B00001/C00010/D18416/
u10042,2014-12-15 18:14:04,2014-12-15 18:15:07,A00001/B00001/C00020/D28439/;A00001/B00001/C00020/D28441/
u10043,2014-12-15 18:51:14,2014-12-15 18:51:18,A00001/B00001/C00020/D15866/
u10044,2014-12-15 20:10:44,2014-12-15 20:10:46,A00002/B00003/C00006/D28594/
u10045,2014-12-16 21:06:44,2014-12-16 21:07:35,A00002/B00003/C00006/D11650/;A00002/B00003/C00006/D29916/
u10046,2014-11-14 00:18:46,2014-11-14 00:18:52,A00002/B00005/C00013/D00028/
u10047,2014-11-14 00:22:53,2014-11-14 00:28:53,A00002/B00005/C00013/D00031/;A00002/B00005/C00013/D00032/;A00002/B00007/C00016/D00034/;A00002/B00007/C00016/D00036/;A00002/B00007/C00016/D00037/
u10048,2014-11-14 00:33:25,2014-11-14 00:44:03,A00002/B00007/C00017/D00040/;A00002/B00007/C00016/D00041/;A00002/B00007/C00021/D00046/;A00002/B00007/C00016/D00049/;A00002/B00007/C00021/D00050/;A00002/B00007/C00021/D00052/;A00002/B00007/C00023/D00053/
u10049,2014-11-14 00:49:35,2014-11-14 00:51:56,A00002/B00007/C00017/D00054/;A00002/B00007/C00016/D00055/;A00002/B00007/C00021/D00056/
u10050,2014-11-14 00:55:19,2014-11-14 00:55:29,A00002/B00007/C00023/D00058/
u10051,2014-11-14 01:02:16,2014-11-14 01:03:21,A00002/B00007/C00021/D00061/;A00002/B00007/C00016/D00062/
u10052,2014-11-14 01:28:24,2014-11-14 01:28:29,A00002/B00007/C00021/D00068/
u10053,2014-11-14 01:33:13,2014-11-14 01:33:15,A00002/B00007/C00021/D00069/
u10054,2014-11-14 01:48:48,2014-11-14 01:48:56,A00002/B00007/C00021/D00073/
u10055,2014-11-14 01:56:26,2014-11-14 01:58:55,A00002/B00007/C00016/D00041/;A00002/B00007/C00021/D00077/;A00002/B00007/C00021/D00078/
u10056,2014-11-14 02:03:38,2014-11-14 02:03:45,A00002/B00007/C00012/D00079/
u10057,2014-11-14 11:31:56,2014-11-14 11:32:05,A00002/B00002/C00004/D00695/
u10058,2014-11-14 15:06:13,2014-11-14 15:06:15,A00002/B00007/C00016/D00591/
u10059,2014-11-14 15:09:24,2014-11-14 15:09:34,A00002/B00007/C00016/D01179/
u10060,2014-11-14 15:20:44,2014-11-14 15:20:46,A00002/B00007/C00021/D00249/
u10061,2014-11-14 18:34:27,2014-11-14 18:34:34,A00002/B00002/C00022/D01511/
u10062,2014-11-14 18:42:49,2014-11-14 18:42:54,A00002/B00007/C00016/D01521/
u10063,2014-11-14 20:19:34,2014-11-14 20:19:35,A00002/B00007/C00021/D01678/
u10064,2014-11-14 20:31:18,2014-11-14 20:31:24,A00002/B00007/C00021/D00084/
u10065,2014-11-15 22:24:11,2014-11-15 22:24:13,A00002/B00007/C00021/D03428/
u10066,2014-11-15 22:27:15,2014-11-15 22:34:15,A00002/B00007/C00021/D00078/;A00002/B00007/C00021/D03436/;A00002/B00007/C00021/D03438/;A00002/B00007/C00021/D03440/;A00002/B00007/C00021/D03444/;A00002/B00007/C00021/D03446/;A00002/B00007/C00021/D00084/
u10067,2014-11-15 22:59:11,2014-11-15 22:59:19,A00002/B00007/C00021/D00052/
u10068,2014-11-19 00:54:15,2014-11-19 00:56:28,A00002/B00002/C00009/D06885/;A00002/B00002/C00007/D07594/;A00002/B00002/C00002/D07595/
u10069,2014-11-19 01:06:44,2014-11-19 01:08:16,A00002/B00002/C00002/D07597/;A00002/B00002/C00002/D06050/
u10070,2014-11-19 01:15:13,2014-11-19 01:15:17,A00002/B00002/C00002/D07601/
u10071,2014-11-30 01:44:52,2014-11-30 01:45:02,A00002/B00002/C00007/D16127/
u10072,2014-12-02 00:00:28,2014-12-02 00:04:52,A00002/B00002/C00002/D17437/;A00002/B00002/C00002/D06050/;A00002/B00002/C00112/D17439/
u10073,2014-12-14 11:53:23,2014-12-14 11:56:21,A00002/B00011/C00212/D26996/;A00002/B00001/C00123/D26889/;A00002/B00011/C00212/D26998/
u10074,2014-12-18 17:52:36,2014-12-18 17:52:40,A00002/B00002/C00002/D32075/
u10075,2014-12-21 14:16:59,2014-12-21 14:17:52,A00002/B00002/C00009/D34718/;A00002/B00002/C00009/D07680/
u10076,2014-12-21 15:04:28,2014-12-21 15:04:34,A00002/B00007/C00021/D00249/
u10077,2014-12-21 15:20:03,2014-12-21 15:20:08,A00002/B00007/C00017/D34756/
u10078,2014-12-21 15:29:29,2014-12-21 15:29:37,A00002/B00007/C00017/D00054/
u10079,2014-12-21 17:44:15,2014-12-21 17:46:57,A00002/B00002/C00002/D34839/;A00002/B00002/C00002/D34840/;A00002/B00002/C00007/D34841/
u10080,2014-12-21 17:50:02,2014-12-21 17:50:12,A00002/B00002/C00009/D34842/
u10081,2014-12-21 17:57:29,2014-12-21 17:59:01,A00002/B00002/C00007/D34844/;A00002/B00002/C00009/D34845/
u10082,2014-12-21 18:09:28,2014-12-21 18:11:40,A00002/B00002/C00002/D34852/;A00002/B00002/C00002/D22484/
u10083,2014-12-21 18:15:26,2014-12-21 18:18:09,A00002/B00002/C00009/D34855/;A00002/B00002/C00009/D34856/;A00002/B00002/C00007/D30431/
u10084,2014-12-21 18:25:07,2014-12-21 18:26:58,A00002/B00002/C00007/D34862/;A00002/B00002/C00009/D34864/
u10085,2014-12-21 18:29:48,2014-12-21 18:34:26,A00002/B00002/C00002/D34866/;A00002/B00002/C00002/D34868/;A00002/B00002/C00009/D34869/;A00002/B00002/C00009/D34871/
u10086,2014-12-21 18:40:50,2014-12-21 18:47:10,A00002/B00002/C00007/D34875/;A00002/B00002/C00007/D34876/;A00002/B00002/C00002/D34879/;A00002/B00002/C00002/D34880/;A00002/B00002/C00002/D29388/
u10087,2014-12-21 18:52:17,2014-12-21 18:52:19,A00002/B00002/C00002/D34881/
u10088,2014-12-21 18:56:21,2014-12-21 19:05:19,A00002/B00002/C00002/D26020/;A00002/B00002/C00007/D17043/;A00002/B00002/C00002/D34886/;A00002/B00002/C00002/D34887/;A00002/B00002/C00009/D09976/;A00002/B00002/C00002/D34888/;A00002/B00002/C00002/D34889/;A00002/B00002/C00002/D34891/
u10089,2014-12-21 19:08:10,2014-12-21 19:08:49,A00002/B00002/C00007/D34894/;A00002/B00002/C00002/D34896/
u10090,2014-12-22 23:19:49,2014-12-22 23:21:50,A00002/B00007/C00021/D22783/;A00002/B00007/C00021/D36095/
u10091,2014-11-14 00:05:19,2014-11-14 00:05:27,A00002/B00003/C00006/D00006/
u10092,2014-11-14 00:13:49,2014-11-14 00:13:51,A00002/B00003/C00006/D00022/
u10093,2014-12-07 20:25:47,2014-12-07 20:27:08,A00005/B00051/C00385/D21416/;A00002/B00003/C00074/D21397/
u10094,2014-12-07 20:49:31,2014-12-07 20:51:01,A00005/B00051/C00385/D21416/;A00002/B00003/C00074/D21397/
u10095,2014-12-07 21:14:34,2014-12-07 21:14:39,A00002/B00003/C00074/D21509/
u10096,2014-12-07 21:18:09,2014-12-07 21:18:57,A00002/B00003/C00074/D21517/;A00002/B00003/C00074/D21521/
u10097,2014-12-07 22:33:38,2014-12-07 22:34:22,A00002/B00001/C00075/D21648/;A00002/B00001/C00075/D12026/
u10098,2014-11-14 00:06:59,2014-11-14 00:07:09,A00003/B00004/C00008/D00008/
u10099,2014-11-14 00:17:15,2014-11-14 00:17:23,A00003/B00004/C00008/D00027/
u10100,2014-11-14 00:59:12,2014-11-14 00:59:18,A00003/B00004/C00008/D00027/
u10101,2014-11-14 01:19:40,2014-11-14 01:19:50,A00003/B00004/C00008/D00008/;A00003/B00004/C00008/D00027/
u10102,2014-11-14 01:50:29,2014-11-14 01:50:40,A00003/B00004/C00008/D00008/;A00003/B00004/C00008/D00027/
u10103,2014-11-14 09:02:52,2014-11-14 09:03:26,A00003/B00004/C00008/D00008/;A00003/B00004/C00008/D00027/
u10104,2014-11-14 09:13:33,2014-11-14 09:14:18,A00003/B00004/C00008/D00008/;A00003/B00004/C00008/D00027/
u10105,2014-11-14 09:45:40,2014-11-14 09:46:47,A00003/B00004/C00008/D00027/;A00003/B00004/C00008/D00008/
u10106,2014-11-14 10:17:00,2014-11-14 10:17:46,A00003/B00004/C00008/D00027/;A00003/B00004/C00008/D00008/
u10107,2014-11-14 10:27:23,2014-11-14 10:28:25,A00003/B00004/C00008/D00027/;A00003/B00004/C00008/D00008/
u10108,2014-11-14 10:37:57,2014-11-14 10:38:37,A00003/B00004/C00008/D00027/;A00003/B00004/C00008/D00008/
u10109,2014-11-14 10:58:34,2014-11-14 10:59:10,A00003/B00004/C00008/D00027/;A00003/B00004/C00008/D00008/
u10110,2014-11-14 11:51:04,2014-11-14 11:51:32,A00003/B00004/C00008/D00008/;A00003/B00004/C00008/D00027/
u10111,2014-11-14 12:53:06,2014-11-14 12:53:29,A00003/B00004/C00008/D00008/;A00003/B00004/C00008/D00027/
u10112,2014-11-14 13:13:35,2014-11-14 13:14:01,A00003/B00004/C00008/D00008/;A00003/B00004/C00008/D00027/
u10113,2014-11-14 13:23:54,2014-11-14 13:24:05,A00003/B00004/C00008/D00008/;A00003/B00004/C00008/D00027/
u10114,2014-11-16 11:33:58,2014-11-16 11:34:02,A00002/B00003/C00014/D03324/
u10115,2014-11-16 12:12:11,2014-11-16 12:15:05,A00002/B00003/C00005/D01338/;A00002/B00003/C00014/D03324/
u10116,2014-11-16 12:22:24,2014-11-16 12:25:15,A00002/B00003/C00005/D01338/;A00002/B00003/C00014/D03324/
u10117,2014-11-16 12:32:35,2014-11-16 12:35:25,A00002/B00003/C00005/D01338/;A00002/B00003/C00014/D03324/
u10118,2014-11-16 12:42:41,2014-11-16 12:42:49,A00002/B00003/C00005/D01338/
u10119,2014-11-16 12:52:54,2014-11-16 12:52:57,A00002/B00003/C00005/D01338/
u10120,2014-11-16 13:06:16,2014-11-16 13:06:24,A00002/B00003/C00014/D03324/
u10121,2014-11-16 14:28:21,2014-11-16 14:28:23,A00002/B00003/C00005/D01338/
u10122,2014-11-16 14:32:31,2014-11-16 14:32:32,A00002/B00003/C00014/D03324/
u10123,2014-11-16 14:48:43,2014-11-16 14:48:49,A00002/B00003/C00005/D01338/
u10124,2014-11-16 14:58:53,2014-11-16 14:58:56,A00002/B00003/C00005/D01338/
u10125,2014-11-16 15:29:19,2014-11-16 15:29:25,A00002/B00003/C00005/D01338/
u10126,2014-11-23 17:37:10,2014-11-23 17:37:11,A00002/B00002/C00002/D10755/
u10127,2014-11-29 11:10:21,2014-11-29 11:10:28,A00002/B00002/C00002/D15452/
u10128,2014-12-01 22:08:13,2014-12-01 22:08:15,A00002/B00002/C00002/D15452/
u10129,2014-12-07 09:21:58,2014-12-07 09:22:07,A00002/B00002/C00002/D07696/
u10130,2014-12-07 15:28:02,2014-12-07 15:28:11,A00002/B00002/C00002/D21056/
u10131,2014-12-07 18:04:25,2014-12-07 18:04:57,A00002/B00002/C00003/D14956/;A00002/B00001/C00010/D21073/
u10132,2014-12-07 18:31:55,2014-12-07 18:31:58,A00002/B00002/C00003/D14956/
u10133,2014-12-07 18:37:13,2014-12-07 18:37:15,A00002/B00001/C00010/D21073/
u10134,2014-12-07 20:52:20,2014-12-07 20:52:22,A00002/B00002/C00002/D06058/
u10135,2014-12-08 14:20:06,2014-12-08 14:20:16,A00002/B00002/C00003/D06535/
u10136,2014-12-08 17:49:00,2014-12-08 17:49:03,A00002/B00002/C00003/D03128/
u10137,2014-12-09 12:49:59,2014-12-09 12:50:06,A00002/B00002/C00003/D23580/
u10138,2014-12-09 15:56:08,2014-12-09 15:56:51,A00002/B00002/C00009/D00540/;A00002/B00002/C00002/D23923/
u10139,2014-12-09 17:04:04,2014-12-09 17:04:54,A00002/B00002/C00009/D00540/;A00002/B00002/C00002/D22524/;A00002/B00002/C00002/D24015/
u10140,2014-12-12 12:36:01,2014-12-12 12:36:10,A00002/B00002/C00002/D22524/
u10141,2014-12-13 15:13:44,2014-12-13 15:13:53,A00002/B00002/C00003/D14956/
u10142,2014-12-17 22:47:06,2014-12-17 22:47:15,A00002/B00002/C00002/D13000/
u10143,2014-12-18 08:37:31,2014-12-18 08:37:33,A00002/B00002/C00002/D31234/
u10144,2014-12-18 22:14:13,2014-12-18 22:14:22,A00002/B00002/C00003/D32374/
u10145,2014-11-14 00:14:04,2014-11-14 00:15:10,A00002/B00002/C00007/D00024/;A00002/B00002/C00007/D00026/
u10146,2014-11-21 14:42:08,2014-11-21 14:42:09,A00002/B00003/C00006/D05423/
u10147,2014-11-22 22:08:15,2014-11-22 22:11:04,A00005/B00044/C00184/D10205/;A00005/B00044/C00184/D10208/
u10148,2014-11-22 22:14:38,2014-11-22 22:14:42,A00005/B00044/C00184/D10212/
u10149,2014-12-05 22:29:58,2014-12-05 22:30:04,A00002/B00003/C00046/D02561/
u10150,2014-12-07 20:30:47,2014-12-07 20:32:26,A00002/B00003/C00006/D06023/;A00002/B00003/C00006/D15152/
u10151,2014-12-07 20:53:24,2014-12-07 20:53:59,A00002/B00003/C00006/D02909/;A00002/B00002/C00007/D10813/
u10152,2014-12-20 22:43:26,2014-12-20 22:43:32,A00002/B00003/C00006/D13680/
u10153,2014-11-14 00:36:36,2014-11-14 00:39:03,A00002/B00004/C00018/D00043/;A00002/B00004/C00018/D00047/
u10154,2014-11-14 18:32:49,2014-11-14 18:32:52,A00005/B00051/C00158/D01509/
u10155,2014-11-14 18:36:00,2014-11-14 18:36:10,A00005/B00051/C00158/D01515/
u10156,2014-11-16 00:18:45,2014-11-16 00:18:47,A00002/B00001/C00010/D03550/
u10157,2014-11-16 00:40:04,2014-11-16 00:40:07,A00002/B00001/C00010/D03553/
u10158,2014-11-16 00:56:48,2014-11-16 00:56:53,A00002/B00001/C00075/D03559/
u10159,2014-11-16 01:12:57,2014-11-16 01:15:30,A00002/B00002/C00007/D03562/;A00002/B00002/C00007/D03566/
u10160,2014-11-16 23:17:50,2014-11-16 23:19:10,A00005/B00051/C00158/D01515/;A00005/B00051/C00158/D04802/
u10161,2014-11-18 15:45:38,2014-11-18 15:45:46,A00002/B00001/C00075/D03898/
u10162,2014-11-18 16:10:26,2014-11-18 16:10:32,A00002/B00004/C00066/D07222/
u10163,2014-12-01 17:33:43,2014-12-01 17:33:48,A00002/B00001/C00010/D01080/
u10164,2014-12-12 17:32:59,2014-12-12 17:33:08,A00002/B00001/C00010/D03184/
u10165,2014-12-12 17:59:23,2014-12-12 17:59:26,A00002/B00001/C00010/D25205/
u10166,2014-12-12 19:00:26,2014-12-12 19:00:27,A00002/B00001/C00010/D01061/
u10167,2014-12-12 19:04:58,2014-12-12 19:05:04,A00002/B00001/C00010/D24417/
u10168,2014-12-12 19:08:25,2014-12-12 19:08:28,A00002/B00001/C00010/D22853/
u10169,2014-12-13 02:28:04,2014-12-13 02:28:07,A00010/B00054/C00163/D25574/
u10170,2014-12-14 15:12:13,2014-12-14 15:12:14,A00002/B00004/C00066/D26226/
u10171,2014-12-20 20:31:03,2014-12-20 20:31:50,A00001/B00001/C00075/D33237/;A00001/B00001/C00075/D34328/
u10172,2014-12-20 20:42:59,2014-12-20 20:45:03,A00001/B00001/C00075/D33237/;A00001/B00001/C00075/D03618/
u10173,2014-12-20 21:20:59,2014-12-20 21:22:30,A00001/B00001/C00075/D34375/;A00001/B00001/C00075/D34328/
u10174,2014-11-14 00:37:04,2014-11-14 00:37:10,A00001/B00001/C00019/D00044/
u10175,2014-11-17 11:03:28,2014-11-17 11:03:38,A00001/B00001/C00019/D05339/
u10176,2014-11-17 16:56:11,2014-11-17 16:56:21,A00001/B00001/C00001/D05849/
u10177,2014-11-19 19:21:57,2014-11-19 19:22:00,A00001/B00015/C00098/D08023/
u10178,2014-11-19 23:25:08,2014-11-19 23:25:09,A00008/B00029/C00088/D08266/
u10179,2014-11-25 20:06:24,2014-11-25 20:06:29,A00001/B00001/C00020/D11959/
u10180,2014-12-07 22:02:08,2014-12-07 22:02:18,A00001/B00001/C00020/D07360/
u10181,2014-12-16 23:31:05,2014-12-16 23:31:09,A00002/B00003/C00079/D30057/
u10182,2014-12-16 23:38:51,2014-12-16 23:41:27,A00002/B00003/C00079/D30051/;A00002/B00003/C00079/D30057/
u10183,2014-12-16 23:49:14,2014-12-16 23:51:32,A00002/B00003/C00079/D30051/;A00002/B00003/C00079/D30057/
u10184,2014-11-14 00:37:40,2014-11-14 00:37:50,A00001/B00001/C00020/D00045/
u10185,2014-11-14 00:39:20,2014-11-14 00:39:30,A00002/B00002/C00007/D00048/
u10186,2014-11-14 11:58:05,2014-11-14 11:58:14,A00002/B00002/C00002/D00735/
u10187,2014-11-17 11:54:27,2014-11-17 11:54:37,A00001/B00001/C00019/D02192/
u10188,2014-11-17 14:34:25,2014-11-17 14:34:28,A00002/B00002/C00011/D05652/
u10189,2014-11-28 12:39:16,2014-11-28 12:39:21,A00002/B00001/C00100/D15175/
u10190,2014-11-29 19:33:51,2014-11-29 19:33:54,A00002/B00002/C00002/D11256/
u10191,2014-11-29 23:41:45,2014-11-29 23:44:30,A00002/B00002/C00007/D00390/;A00002/B00002/C00002/D16086/
u10192,2014-11-29 23:57:49,2014-11-29 23:57:50,A00002/B00002/C00002/D16090/
u10193,2014-12-01 01:03:29,2014-12-01 01:05:12,A00002/B00002/C00002/D16179/;A00002/B00002/C00002/D16180/
u10194,2014-12-01 11:33:12,2014-12-01 11:33:22,A00002/B00001/C00123/D16568/
u10195,2014-12-01 11:58:04,2014-12-01 11:58:06,A00002/B00002/C00002/D16596/
u10196,2014-12-03 23:29:16,2014-12-03 23:29:17,A00002/B00001/C00049/D01267/
u10197,2014-12-03 23:54:45,2014-12-03 23:54:54,A00002/B00002/C00002/D18149/
u10198,2014-12-05 00:55:20,2014-12-05 00:55:27,A00002/B00004/C00018/D18161/
u10199,2014-12-06 14:43:49,2014-12-06 14:43:55,A00002/B00001/C00059/D19204/
u10200,2014-12-09 00:26:19,2014-12-09 00:26:21,A00002/B00001/C00053/D23033/
u10201,2014-12-12 23:20:23,2014-12-12 23:20:26,A00002/B00002/C00004/D25538/
u10202,2014-12-17 23:54:26,2014-12-17 23:54:35,A00002/B00002/C00112/D31150/
u10203,2014-12-18 20:19:53,2014-12-18 20:20:01,A00003/B00036/C00175/D32245/
u10204,2014-12-19 14:40:32,2014-12-19 14:42:18,A00003/B00036/C00190/D33072/;A00003/B00036/C00175/D33078/
u10205,2014-12-19 14:49:21,2014-12-19 14:49:26,A00003/B00036/C00048/D33089/
u10206,2014-12-21 13:35:48,2014-12-21 13:35:56,A00002/B00001/C00059/D34692/
u10207,2014-12-22 23:41:08,2014-12-22 23:41:10,A00003/B00012/C00028/D36117/
u10208,2014-11-14 00:41:25,2014-11-14 00:41:33,A00002/B00002/C00022/D00051/
u10209,2014-11-22 07:01:15,2014-11-22 07:01:19,A00002/B00003/C00014/D09231/
u10210,2014-11-22 07:04:29,2014-11-22 07:04:49,A00002/B00003/C00014/D09232/;A00002/B00003/C00014/D09233/
u10211,2014-11-23 23:29:57,2014-11-23 23:32:34,A00002/B00003/C00014/D11017/;A00010/B00055/C00135/D11018/
u10212,2014-11-23 23:40:17,2014-11-23 23:40:27,A00002/B00016/C00131/D11027/
u10213,2014-11-23 23:55:07,2014-11-23 23:55:13,A00002/B00002/C00022/D11042/
u10214,2014-11-25 15:57:21,2014-11-25 15:57:29,A00002/B00007/C00023/D11754/
u10215,2014-11-14 00:54:14,2014-11-14 00:54:16,A00002/B00002/C00007/D00057/
u10216,2014-11-14 01:37:41,2014-11-14 01:55:42,A00003/B00008/C00026/D00070/;A00003/B00008/C00026/D00074/
u10217,2014-11-14 01:46:33,2014-11-14 01:46:43,A00001/B00001/C00020/D00072/
u10218,2014-11-16 00:48:11,2014-11-16 00:48:12,A00001/B00001/C00019/D03556/
u10219,2014-11-16 00:56:20,2014-11-16 00:58:48,A00001/B00001/C00019/D03558/;A00001/B00001/C00019/D03556/;A00001/B00031/C00044/D03560/
u10220,2014-11-16 01:42:56,2014-11-16 01:48:05,A00004/B00014/C00083/D03570/;A00004/B00014/C00083/D03571/;A00004/B00014/C00206/D03573/;A00004/B00014/C00083/D03575/
u10221,2014-11-16 01:55:19,2014-11-16 01:55:20,A00004/B00014/C00213/D03576/
u10222,2014-11-16 06:55:22,2014-11-16 06:55:32,A00007/B00063/C00216/D03661/
u10223,2014-11-16 07:04:04,2014-11-16 07:04:06,A00007/B00063/C00217/D03664/
u10224,2014-11-16 07:11:12,2014-11-16 07:11:19,A00006/B00053/C00199/D03669/
u10225,2014-11-16 22:13:21,2014-11-16 22:13:28,A00001/B00009/C00038/D04675/
u10226,2014-11-16 22:18:26,2014-11-16 22:18:32,A00001/B00009/C00038/D02708/
u10227,2014-11-16 23:11:50,2014-11-16 23:11:54,A00001/B00009/C00038/D04796/
u10228,2014-11-17 09:11:49,2014-11-17 09:11:51,A00001/B00001/C00019/D05068/
u10229,2014-11-17 12:54:06,2014-11-17 12:54:13,A00001/B00001/C00019/D05490/
u10230,2014-11-18 00:45:55,2014-11-18 00:46:35,A00006/B00033/C00119/D06358/;A00006/B00033/C00119/D06359/
u10231,2014-11-19 00:09:15,2014-11-19 00:10:23,A00001/B00001/C00012/D07583/;A00001/B00001/C00019/D07584/
u10232,2014-12-05 01:42:10,2014-12-05 01:51:53,A00001/B00009/C00038/D18162/;A00001/B00009/C00038/D18163/;A00001/B00009/C00038/D18164/;A00001/B00009/C00038/D18165/;A00001/B00009/C00038/D18166/;A00001/B00009/C00038/D18167/;A00001/B00009/C00038/D18168/;A00001/B00009/C00038/D18169/;A00001/B00009/C00038/D18170/;A00001/B00009/C00038/D18171/;A00001/B00009/C00038/D18172/
u10233,2014-12-05 01:55:43,2014-12-05 02:03:59,A00001/B00009/C00028/D18173/;A00001/B00009/C00028/D18174/;A00001/B00009/C00028/D04812/;A00001/B00009/C00028/D18175/;A00001/B00009/C00028/D04810/;A00001/B00009/C00028/D18176/;A00001/B00009/C00028/D18177/;A00001/B00009/C00028/D18178/;A00001/B00009/C00028/D06153/
u10234,2014-12-05 02:07:53,2014-12-05 02:08:48,A00001/B00004/C00132/D18179/;A00001/B00004/C00132/D18180/
u10235,2014-12-22 01:56:31,2014-12-22 01:56:36,A00001/B00031/C00012/D35077/
u10236,2014-11-14 02:05:41,2014-11-14 02:06:03,A00001/B00001/C00001/D00080/;A00001/B00001/C00001/D00081/
u10237,2014-11-14 02:46:07,2014-11-14 02:46:13,A00001/B00001/C00001/D00081/
u10238,2014-11-14 05:26:58,2014-11-14 05:27:06,A00001/B00001/C00001/D00087/;A00001/B00001/C00001/D00081/
